Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Componente p/ Protese da anca;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";Centro Hospitalar Vila Nova de Gaia (CHNVG) (508142156);Zimmer Biomet (500254990);"1.540,00 €";05-11-2015;15-07-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de conservação de espaços verdes de enquadramento no Concelho de Almada;Concurso público;Aquisição de serviços;"77310000-6, Serviços de plantação e manutenção de áreas verdes";Município de Almada (500051054);"PARQUES E JARDINS - PROJECTOS E CONSTRUÇÃO, LDA. (502338547)";"279.200,00 €";05-11-2015;09-10-2015;365 dias (1 ano);"Portugal, Setúbal, Almada";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de diversos equipamentos de frio para a EEPO.;Ajuste directo;Aquisição de bens móveis;"39711100-0, Frigoríficos e congeladores";"Instituto Português do Mar e da Atmosfera, I. P. (510265600)";Casa Figueiredo - Rosa Maria Bento Figueiredo (108919889);"2.503,00 €";05-11-2015;16-12-2013;15 dias (15 dias);"Portugal, Faro, Faro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Fornecimento de produtos alimentares (Lote n.º 13 – Produtos de charcutaria, salsicharia e outros) para os Serviços de Ação Social da Universidade de Lisboa no ano 2014";Concurso público;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Serviços de Ação Social da Universidade de Lisboa (510762980);Pac & Bom - Comércio e Serviços Lda  (503554049);"10.512,75 €";05-11-2015;03-02-2014;332 dias (10 meses e 27 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de materiais de escritório para Sede, TM S. Luiz, TM Maria Matos, Padrão dos Descobrimentos, Atelier Museu Julio Pomar, Museu da Marioneta, Museu do Fado, Casa Fernando Pessoa, Galerias Municipais e Castelo de São Jorge";Ajuste directo;Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M. (503584215)";INTERDIGITO (510324975);"6.945,86 €";05-11-2015;29-10-2015;45 dias (1 mês e 14 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de autocolantes para os contentores de resíduos indiferenciados e seletivos, nomeadamente para os contentores azuis (papel/cartão), verdes (vidro) e amarelos (plástico/metal), de formato retangular, medida de 42cm x 30cm, em vinil autocolante impresso 7anos, com laminação matte, para uso no exterior em contentores do lixo, com impressão digital a 4 cores (só frente).";Ajuste directo;Aquisição de bens móveis;"22459100-3, Autocolantes e faixas de publicidade";"A. R. M. - Águas e Resíduos da Madeira, S. A. (509574513)";PROMERCH - PROMOÇÃO E MERCHANDISING LDA (511152817);"4.872,00 €";05-11-2015;02-11-2015;30 dias (30 dias);"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de material de incontinência para a Santa Casa da Misericórdia de Lisboa ;Concurso público;Aquisição de bens móveis;"33751000-9, Fraldas descartáveis";Santa Casa da Misericórdia de Lisboa (500745471);"PAUL HARTMANN, LDA (502271728)";"113.889,00 €";05-11-2015;28-01-2015;211 dias (6 meses e 28 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material da Coluna;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";Centro Hospitalar Vila Nova de Gaia (CHNVG) (508142156);Medtronic (504223933);"4.352,00 €";05-11-2015;15-07-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de peças para máquina simultan;Ajuste directo;Aquisição de bens móveis;"42670000-3, Peças e acessórios para máquinas-ferramentas";INCM (500792887);"FX AUTOMATION, LDA. (506409422)";"4.290,42 €";05-11-2015;29-07-2015;37 dias (1 mês e 6 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
20902415 - AD para Aquisição de Material para Neurocirurgia ;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";Centro Hospitalar Vila Nova de Gaia (CHNVG) (508142156);"YOURSPINE, Lda (513334408)";"5.400,00 €";05-11-2015;05-11-2015;3 dias (3 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Software Anti Plágio para a Universidade de Lisboa;Concurso público;Aquisição de bens móveis;"48783000-0, Pacote de software para gestão de conteúdos";Universidade de Lisboa (510739024);"SECTOR ZERO, S.A. (502139790)";"26.880,00 €";05-11-2015;30-10-2015;365 dias (1 ano);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de Energia Elétrica em M.T. e B.T.E para o período de 1 de julho de 2014 a 30 de junho de 2015 ;Concurso público;Aquisição de serviços;"65310000-9, Distribuição de electricidade";"APSS - Administração dos Portos de Setúbal e Sesimbra, SA (502256869)";IBERDROLA GENERACION SAU (A-95075586);"442.553,61 €";05-11-2015;30-06-2014;365 dias (1 ano);"Portugal, Setúbal, Setúbal";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"CONTRATAÇÃO DE SERVIÇOS DE REPARAÇÃO DE AMBULÂNCIA DE SOCORRO ABSC 02, MATRICULA 76-GQ-89";Ajuste directo;Aquisição de serviços;"50110000-9, Serviços de reparação e manutenção de veículos e equipamento afim";Município de Loulé (502098139);"MOTORBEST ALGARVE, LDA (507383095)";"6.313,00 €";05-11-2015;09-10-2015;111 dias (3 meses e 19 dias);"Portugal, Faro, Loulé";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de Serviços de Instalação e Configuração da Plataforma Electrónica de Contratação Pública;Ajuste directo;Aquisição de serviços;"72590000-7, Serviços de informática prestados por profissionais";Município de Ribeira de Pena (506818098);"Miroma - Serviços de Gestão de Participações, Ldª (503150371)";"10.500,00 €";05-11-2015;30-10-2015;1095 dias (3 anos);"Portugal, Vila Real, Ribeira de Pena";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material p/ Artroscopia;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";Centro Hospitalar Vila Nova de Gaia (CHNVG) (508142156);Stryker Portugal (504594214);"1.650,00 €";05-11-2015;15-07-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fornecimento de telões e vinis Nov-Dez 2015 + 2016 (serviços continuados) _MMTM;Ajuste directo;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M. (503584215)";"GETBLISS, LDA (507402235)";"4.356,78 €";05-11-2015;27-10-2015;"425 dias (1 ano, 1 mês e 29 dias)";"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição da prestação de serviços de consultoria para a preparação e redacção do 2º relatório de sustentabilidade da SCML;Ajuste directo;Aquisição de serviços;"79419000-4, Serviços de consultoria para avaliação";Santa Casa da Misericórdia de Lisboa (500745471);"PRICEWATERHOUSECOOPERS - ASSESSORIA DE GESTÃO, LDA (504193279)";"13.500,00 €";05-11-2015;06-03-2015;56 dias (1 mês e 25 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Serviços de atendimento telefonico;Ajuste directo;Aquisição de serviços;"79511000-9, Serviços de operadores telefónicos";Autoridade Nacional de Segurança Rodoviária (600082563);Rh Portugal (503461245);"22.246,33 €";05-11-2015;16-10-2015;92 dias (3 meses);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Requalificação das Centrais e Depositos de Água - Muros Chão Nogueira.;Ajuste directo;Empreitadas de obras públicas;"45342000-6, Edificação de vedações";Município de Porto de Mós (505586401);"Estevão & Diniz - Construções, Lda. (513497684)";"14.995,00 €";05-11-2015;05-11-2015;30 dias (30 dias);"Portugal, Leiria, Porto de Mós";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Locação de uma giratória com manobrador associado para a conservação da rede hidrográfica dentro dos aglomerados urbanos ;Ajuste directo;Aquisição de serviços;"77111000-1, Aluguer de máquinas agrícolas, com operador";Município de Alenquer (501305734);"Rudiana - Serviços, LDA (507187440)";"25.394,92 €";05-11-2015;13-10-2015;60 dias (1 mês e 29 dias);"Portugal, Lisboa, Alenquer";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de Serviços na Área de Consultoria para o Desenvolvimento Económico e Desenvolvimento Estratégico do eco Parque Empresarial e da Incubadora de Empresas;Ajuste directo;Aquisição de serviços;"71356000-8, Serviços técnicos";Município de Estarreja (501190082);"Paulo Henrique Moreira Unipessoal, Lda (513663053)";"31.800,00 €";05-11-2015;03-11-2015;365 dias (1 ano);"Portugal, Aveiro, Estarreja";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Edifício Sede da Junta de Freguesia;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";Freguesia de Torrão (506931110);João Manuel dos Santos Amado (215782925);"6.000,00 €";05-11-2015;31-08-2015;20 dias (20 dias);"Portugal, Setúbal, Alcácer do Sal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestação de Serviços de Revisão do Projeto de Execução e Elaboração do Processo de Concurso correspondente à Empreitada do Parque Multissetorial da Ilha Terceira – Ampliação do Parque de Feiras e Exposições;Ajuste directo;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";Secretaria Regional da Agricultura e Ambiente (600085902);"Consulmar Açores-Projetistas e Consultores, Ld.ª (512043833)";"34.250,00 €";05-11-2015;13-08-2015;30 dias (30 dias);"Portugal, Região Autónoma dos Açores, Angra do Heroismo";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"AD 80/15 - Ajuste direto para a prestação de um serviço anual de limpeza e de desobstrução dos coletores e das caixas de visita das redes prediais de saneamento, em vários Conjuntos Habitacionais do Município";Ajuste directo;Aquisição de serviços;"90400000-1, Serviços relacionados com águas residuais";Município de Gondomar (506848957);"Geração Presente, Lda (510975046)";"9.622,80 €";05-11-2015;02-11-2015;365 dias (1 ano);"Portugal, Porto, Gondomar";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material para Cirurgia Cranio Facial;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";Osteoplac (155992236);"11.040,55 €";05-11-2015;27-10-2015;20 dias (20 dias);"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Material p/ Artroscopia;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";Centro Hospitalar Vila Nova de Gaia (CHNVG) (508142156);Stryker Portugal (504594214);"1.870,00 €";05-11-2015;14-07-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
consumo clinico;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Hospital Dr. Francisco Zagalo (501510150);"BASTOS E VIEGAS, S.A. (500042772)";"36,60 €";05-11-2015;13-03-2014;30 dias (30 dias);"Portugal, Aveiro, Ovar";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de gás butano;Ajuste directo;Aquisição de bens móveis;"09000000-3, Produtos petrolíferos, combustíveis, electricidade e outras fontes de energia";"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";J. António Pinho (503564273);"132,03 €";05-11-2015;08-04-2015;2 dias (2 dias);"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";09-04-2015;"132,03 €";;;;Não aplicável.;Não aplicável.;false
20902115 - AD para Aquisição de Material para Neurocirurgia ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"YOURSPINE, Lda (513334408)";"4.050,00 €";05-11-2015;05-11-2015;3 dias (3 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Empreitada de substituição da cobertura das galerias na Escola Secundária Poeta Joaquim Serra, Montijo";Ajuste directo;Empreitadas de obras públicas;"45261900-3, Obras de reparação e manutenção de coberturas";Direção-Geral dos Estabelecimentos Escolares (600086020);"CSQL - Engenharia, Construção e Serviços, L.da (509649742)";"21.050,00 €";05-11-2015;02-11-2015;30 dias (30 dias);"Portugal, Setúbal, Montijo";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de reagentes para diagnostico molecular para o INSA;Concurso público;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Instituto Nacional de Saúde Dr. Ricardo Jorge, I. P. (501427511)";"Enzifarma, SA (503636975)";"3.857,20 €";05-11-2015;25-05-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Porto<BR/>Portugal, Setúbal, Setúbal<BR/>Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de acompanhamento arqueológico do Centro de Arqueologia e Artes;Ajuste directo;Aquisição de serviços;"71351914-3, Serviços arqueológicos";Município de Beja (504884620);Universidade de Coimbra (Faculdade de Letras) (501617582);"30.000,00 €";05-11-2015;26-10-2015;204 dias (6 meses e 21 dias);"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Empreitada de alteração da instalação electrica - beneficiação da iluminação no piso 0 e piso 3, no âmbito da exposição Nós, os de Orpheu na Casa Fernando Pessoa, ";Ajuste directo;Empreitadas de obras públicas;"50000000-5, Serviços de reparação e manutenção";"EGEAC - Empresa de Gestão de Equipamentos e Animação Cultural, E. M. (503584215)";MNB ELECTRICIDADE (502936622);"5.891,54 €";05-11-2015;15-10-2015;10 dias (10 dias);"Portugal, Lisboa, Lisboa";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Serviços de Controlo de Pragas;Concurso público;Aquisição de serviços;"90921000-9, Serviços de desinfecção e exterminação";Instituto Superior de Ciências Sociais e Políticas (600019152);"ANTICIMEX, LDA (501863087)";"2.250,00 €";05-11-2015;02-11-2015;1095 dias (3 anos);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;true
"Prestação de Serviços de Higiene e Limpeza, com Fornecimento de Consumíveis de Casa de Banho - AQ-HL-2015-Lote 18";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de serviços;"90910000-9, Serviços de limpeza";Instituto Politécnico de Leiria (506971244);"Euromex - Facility Services, Lda (502629428)";"926,64 €";05-11-2015;05-11-2015;120 dias (3 meses e 28 dias);"Portugal, Leiria, Leiria";Artigo 259.º do Código dos Contratos Públicos;;;;;;614429;Acordo quadro para higiene e limpeza;false
Criação de duas casas de banho no Edifício da Rua de Santo António do Instituto Politécnico de Beja;Ajuste directo;Empreitadas de obras públicas;"45454000-4, Obras de reestruturação";Instituto Politécnico de Beja (680038671);HUGO TORRES & JOÃO RATO - SOCIEDADE DE CONSTRUÇÃO Ldª (509312063);"6.335,00 €";05-11-2015;04-11-2015;20 dias (20 dias);"Portugal, Beja, Beja";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços na área de apoio administrativo;Ajuste directo;Aquisição de serviços;"75121000-0, Serviços administrativos na área da educação";Universidade do Porto - Faculdade de Medicina (501413197);José Filipe Chibante Alves (211284971);"18.180,00 €";05-11-2015;03-11-2015;1095 dias (3 anos);"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
